a[A1]
0	-10
1	-10
a[A2]
0	20
1	20
a[A3]
0	30
1	30
b[A1]
0	42
b[A2]
0	42
b[A3]
0	42
c[A1]
0	-11
1	-11
c[A2]
0	22
1	22
c[A3]
0	33
1	33
d[A1]
0	-10
1	-10
e[B1]
0	-10
1	-10
e[B2]
0	20
1	20
e[B3]
0	30
1	30
f[A1,B1]
0	-110
1	-110
f[A1,B2]
0	-120
1	-120
f[A1,B3]
0	-130
1	-130
f[A2,B1]
0	280
1	280
f[A2,B2]
0	300
1	300
f[A2,B3]
0	320
1	320
f[A3,B1]
0	510
1	510
f[A3,B2]
0	540
1	540
f[A3,B3]
0	570
1	570
FINAL TIME
0	1
g[B1]
0	-10
1	-20
g[B2]
0	20
1	40
g[B3]
0	30
1	60
h
0	41
1	41
INITIAL TIME
0	0
inputA[A1]
0	-1
inputA[A2]
0	2
inputA[A3]
0	3
inputAB[A1,B1]
0	11
inputAB[A1,B2]
0	12
inputAB[A1,B3]
0	13
inputAB[A2,B1]
0	14
inputAB[A2,B2]
0	15
inputAB[A2,B3]
0	16
inputAB[A3,B1]
0	17
inputAB[A3,B2]
0	18
inputAB[A3,B3]
0	19
o[B1]
0	42
1	42
o[B2]
0	45
1	45
o[B3]
0	48
1	48
p[A1]
0	36
1	36
p[A2]
0	45
1	45
p[A3]
0	54
1	54
r[A1,B1]
0	-110
1	-220
r[A1,B2]
0	240
1	480
r[A1,B3]
0	390
1	780
r[A2,B1]
0	-140
1	-280
r[A2,B2]
0	300
1	600
r[A2,B3]
0	480
1	960
r[A3,B1]
0	-170
1	-340
r[A3,B2]
0	360
1	720
r[A3,B3]
0	570
1	1140
s[A1,D1]
0	11
s[A1,D2]
0	12
s[A1,D3]
0	13
s[A1,D4]
0	14
s[A2,D1]
0	21
s[A2,D2]
0	22
s[A2,D3]
0	23
s[A2,D4]
0	24
s[A3,D1]
0	31
s[A3,D2]
0	32
s[A3,D3]
0	33
s[A3,D4]
0	34
s1d[A1]
0	1
s1d[A2]
0	1
s1d[A3]
0	1
s1i[A1]
0	1
s2dd[A1,B1]
0	1
s2dd[A1,B2]
0	1
s2dd[A1,B3]
0	1
s2dd[A2,B1]
0	1
s2dd[A2,B2]
0	1
s2dd[A2,B3]
0	1
s2dd[A3,B1]
0	1
s2dd[A3,B2]
0	1
s2dd[A3,B3]
0	1
s2di[A1,B1]
0	1
s2di[A2,B1]
0	1
s2di[A3,B1]
0	1
s2id[A1,B1]
0	1
s2id[A1,B2]
